1,yes,Karys,Webservices,,,I5320759,mhpa8rsc.ad001.siemens.net,MHPA8RSC,IIS,TCID
2,yes,Karys,Webservices,,,I5521627,DERBGS9900CSRB.ww004.siemens.net,DERBGS9900CSRV ,APACHE ,TCID
3,yes,Karys,Webservices,,,I5396308,DEFTHW990LCSRV.ww002.siemens.net,DEFTHW990LCSRV ,IIS,TCID
